0, SPIWP:0xemean_flow,max_flow,std_flow,total_pulses,peak_pulses,duty_cycle,volume,slope
0.00,0.00,0.00,0,0,0.00,0.0000,0.00
90.12,113.89,25.38,3383,855,1.00,7.5178,9.35
